id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,attachments.1.content_scan_version,attachments.1.content_type,attachments.1.filename,attachments.1.height,attachments.1.id,attachments.1.placeholder,attachments.1.placeholder_version,attachments.1.proxy_url,attachments.1.size,attachments.1.url,attachments.1.width,attachments.2.content_scan_version,attachments.2.content_type,attachments.2.filename,attachments.2.height,attachments.2.id,attachments.2.placeholder,attachments.2.placeholder_version,attachments.2.proxy_url,attachments.2.size,attachments.2.url,attachments.2.width,attachments.3.content_scan_version,attachments.3.content_type,attachments.3.filename,attachments.3.height,attachments.3.id,attachments.3.placeholder,attachments.3.placeholder_version,attachments.3.proxy_url,attachments.3.size,attachments.3.url,attachments.3.width,attachments.4.content_scan_version,attachments.4.content_type,attachments.4.filename,attachments.4.height,attachments.4.id,attachments.4.placeholder,attachments.4.placeholder_version,attachments.4.proxy_url,attachments.4.size,attachments.4.url,attachments.4.width,attachments.5.content_scan_version,attachments.5.content_type,attachments.5.filename,attachments.5.height,attachments.5.id,attachments.5.placeholder,attachments.5.placeholder_version,attachments.5.proxy_url,attachments.5.size,attachments.5.url,attachments.5.width,attachments.6.content_scan_version,attachments.6.content_type,attachments.6.filename,attachments.6.height,attachments.6.id,attachments.6.placeholder,attachments.6.placeholder_version,attachments.6.proxy_url,attachments.6.size,attachments.6.url,attachments.6.width,attachments.7.content_scan_version,attachments.7.content_type,attachments.7.filename,attachments.7.height,attachments.7.id,attachments.7.placeholder,attachments.7.placeholder_version,attachments.7.proxy_url,attachments.7.size,attachments.7.url,attachments.7.width,author.avatar,author.avatar_decoration_data,author.bot,author.clan,author.discriminator,author.global_name,author.id,author.primary_guild,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.name,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.image.flags,embeds.0.image.height,embeds.0.image.placeholder,embeds.0.image.placeholder_version,embeds.0.image.proxy_url,embeds.0.image.url,embeds.0.image.width,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.timestamp,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,flags,interaction,interaction.id,interaction.name,interaction.type,interaction.user.avatar,interaction.user.avatar_decoration_data,interaction.user.clan,interaction.user.discriminator,interaction.user.global_name,interaction.user.id,interaction.user.primary_guild,interaction.user.public_flags,interaction.user.username,mention_channels,mention_everyone,mentions,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.bot,mentions.0.clan,mentions.0.discriminator,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.public_flags,mentions.0.username,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.bot,mentions.1.clan,mentions.1.discriminator,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.public_flags,mentions.1.username,mentions.2.avatar,mentions.2.avatar_decoration_data,mentions.2.bot,mentions.2.clan,mentions.2.discriminator,mentions.2.global_name,mentions.2.id,mentions.2.primary_guild,mentions.2.public_flags,mentions.2.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,reactions.0.burst_colors,reactions.0.burst_count,reactions.0.burst_me,reactions.0.count,reactions.0.count_details.burst,reactions.0.count_details.normal,reactions.0.emoji.animated,reactions.0.emoji.id,reactions.0.emoji.name,reactions.0.me,reactions.0.me_burst,reactions.1.burst_colors,reactions.1.burst_count,reactions.1.burst_me,reactions.1.count,reactions.1.count_details.burst,reactions.1.count_details.normal,reactions.1.emoji.id,reactions.1.emoji.name,reactions.1.me,reactions.1.me_burst,reactions.2.burst_colors,reactions.2.burst_count,reactions.2.burst_me,reactions.2.count,reactions.2.count_details.burst,reactions.2.count_details.normal,reactions.2.emoji.id,reactions.2.emoji.name,reactions.2.me,reactions.2.me_burst,reactions.3.burst_colors,reactions.3.burst_count,reactions.3.burst_me,reactions.3.count,reactions.3.count_details.burst,reactions.3.count_details.normal,reactions.3.emoji.id,reactions.3.emoji.name,reactions.3.me,reactions.3.me_burst,referenced_message,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1310885924741316649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,🙏,2024-11-26T08:32:39.541Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:32:39.541000+00:00,false,0,rulesofchinese,
1310885878247194634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,You mean Hosermage?,2024-11-26T08:32:28.456Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,0,false,1,0,1,,,👀,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:32:28.456000+00:00,false,0,rulesofchinese,
1310885849776521277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Mm,2024-11-26T08:32:21.668Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:32:21.668000+00:00,false,0,rulesofchinese,
1310885697951105064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Okay okay. We'll stick to firm and serious.,2024-11-26T08:31:45.470Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:31:45.470000+00:00,false,0,rulesofchinese,
1310885591650533451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,"Strong, grounded, firm and serious?",2024-11-26T08:31:20.126Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:31:20.126000+00:00,false,0,rulesofchinese,
1310885399534637120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Would you like to be firm and serious?,2024-11-26T08:30:34.322Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:30:34.322000+00:00,false,0,rulesofchinese,
1310884910411546644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Do you want laconic? Like the way I hear you in my ear?,2024-11-26T08:28:37.706Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:28:37.706000+00:00,false,0,rulesofchinese,
1310884807579795478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Okay. So you don't want cute. You're iffy on scary.,2024-11-26T08:28:13.189Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,0,false,1,0,1,,,😂,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:28:13.189000+00:00,false,0,rulesofchinese,
1310884681998401579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Are you telling me to ask you some more?,2024-11-26T08:27:43.248Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:27:43.248000+00:00,false,0,rulesofchinese,
1310883920522383383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b70099467815618c29a9ff391c36379,,,,0,rulesofchinese,899653442509877258,,0,rulesofchinese,,1080909590511767682,,Okay is there something you would prefer yourself?,2024-11-26T08:24:41.698Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-11-26T08:24:41.698000+00:00,false,0,rulesofchinese,
